,Unnamed: 0,player_mlb_id,playerID_LAHMAN,birthYear,birthMonth,birthDay,birthCountry,weight,height,bats,throws,debut,birthDate,year,years_after_debut,total_pa,total_bf,base_ended_inn,field_p,field_c,field_1b,field_2b,field_3b,field_ss,field_lf,field_cf,field_rf,batter_strikeout,pitcher_strikeout,batter_caught_stealing_3b,pitcher_caught_stealing_3b,batter_field_out,pitcher_field_out,batter_walk,pitcher_walk,batter_force_out,pitcher_force_out,batter_sac_fly,pitcher_sac_fly,batter_single,pitcher_single,batter_hit_by_pitch,pitcher_hit_by_pitch,batter_double,pitcher_double,batter_grounded_into_double_play,pitcher_grounded_into_double_play,batter_sac_bunt,pitcher_sac_bunt,batter_home_run,pitcher_home_run,batter_fielders_choice,pitcher_fielders_choice,batter_field_error,pitcher_field_error,batter_other_out,pitcher_other_out,batter_caught_stealing_2b,pitcher_caught_stealing_2b,batter_triple,pitcher_triple,batter_strikeout_double_play,pitcher_strikeout_double_play,batter_fielders_choice_out,pitcher_fielders_choice_out,batter_double_play,pitcher_double_play,batter_sac_fly_double_play,pitcher_sac_fly_double_play,batter_catcher_interf,pitcher_catcher_interf,batter_pickoff_caught_stealing_2b,pitcher_pickoff_caught_stealing_2b,batter_pickoff_2b,pitcher_pickoff_2b,batter_pickoff_caught_stealing_3b,pitcher_pickoff_caught_stealing_3b,batter_triple_play,pitcher_triple_play,batter_pickoff_1b,pitcher_pickoff_1b,batter_sac_bunt_double_play,pitcher_sac_bunt_double_play,batter_wild_pitch,pitcher_wild_pitch,batter_game_advisory,pitcher_game_advisory,batter_caught_stealing_home,pitcher_caught_stealing_home,batter_pickoff_3b,pitcher_pickoff_3b,batter_stolen_base_2b,pitcher_stolen_base_2b,batter_passed_ball,pitcher_passed_ball,batter_pickoff_caught_stealing_home,pitcher_pickoff_caught_stealing_home,batter_pickoff_error_3b,pitcher_pickoff_error_3b,batter_stolen_base_3b,pitcher_stolen_base_3b,batter_line_drive,pitcher_line_drive,batter_fly_ball,pitcher_fly_ball,batter_ground_ball,pitcher_ground_ball,batter_popup,pitcher_popup,hits,elig_pa,avg,tb,slg,obp,ops,babip,k_rate_batter,bb_rate_batter,hr_rate,iso,xbh,rc,pa_per_k,pa_per_bb,positions_played,k_bb_ratio_batter,earned_runs,outs_recorded,inherited_runners,innings_pitched,ERA,pitcher_hits_allowed,whip,k_rate_pitcher,bb_rate_pitcher,baa,k_bb_ratio_pitcher,avg_bf_per_outing,total_runs,batter_avg_exp_ba,pitcher_avg_exp_ba,fielding_att,mean_ba_on_field_att,errors,mean_ba_on_errors,field_pct,batter_fly_balls,batter_ground_balls,batter_line_drives,batter_pop_ups,fly_ball_ratio,ground_ball_ratio,line_drive_ratio,pop_up_ratio,gb_fb_ratio_batter,pitcher_fly_balls,pitcher_ground_balls,pitcher_line_drives,pitcher_pop_ups,gb_fb_ratio_pitcher,primary_position
3590,3590,1aa27eb48b3712864f321e6a59da95bc82a429eb,942e434457d834724c806d0c5f8f97bcd7e32c8d,1988,4,11,USA,190,72,R,R,5/18/2011,4/11/1988,2022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,3591,2520b6339c384f8f3fd26d7e9d19a7fda038b704,0420dad7e132c94e8a73b8f5989080ded25e6526,1997,7,21,USA,220,75,R,R,6/27/2021,7/21/1997,2022,1,0,19,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,,0,,,,,,,0.0,,0,,,,1,,0.0,13.0,75.0,4.333333333333333,0.0,3,0.4615384615384615,0.2105263157894736,0.1578947368421052,0.1578947368421052,1.3333333333333333,5.368421052631579,,,0.1918333333333333,2.0,0.3315,,,,,,,,inf,inf,inf,inf,,3.0,4.0,2.0,3.0,1.3333333333333333,p
3592,3592,350bde2a20dd408551b75f4340abadc45ec0bc00,5aaebaaeb5b6655808f69c35e8b2678541932dd5,1980,6,15,USA,250,76,R,R,7/17/2010,6/15/1980,2022,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,3593,60db7990d2470e9d80d4e863047163e40c12ffea,d3bb4ac6f3502ceece4030604a1d948d6abe83f0,1992,12,20,USA,240,75,R,R,7/2/2018,12/20/1992,2022,4,0,244,0,244,0,0,0,0,0,0,0,0,0,45,0,0,0,110,0,17,0,4,0,4,0,29,0,3,0,15,0,3,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,49,0,75,0,11,0,0,,0,,,,,,,0.0368852459016393,,0,,,,1,,31.0,162.0,604.0,54.0,5.166666666666667,53,0.4320987654320987,0.1844262295081967,0.0696721311475409,0.2172131147540983,2.647058823529412,3.172131147540984,,,0.3021853932584269,7.0,0.1541428571428571,,,,,,,,inf,inf,inf,inf,,38.0,77.0,43.0,20.0,2.026315789473684,p
3594,3594,35e22d85a8a64b75bd6dc3b819c33e5064b1be93,9e370f817c522a41682fc1a03115908283d618d1,1997,11,12,USA,208,76,R,R,9/2/2022,11/12/1997,2022,0,84,0,0,0,0,0,84,388,384,0,11,0,22,0,0,0,36,0,6,0,1,0,2,0,11,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21,0,23,0,2,0,13,74,0.1756756756756756,17,0.2297297297297297,0.2469135802469135,0.4766433099766433,0.1643835616438356,0.2972972972972973,0.081081081081081,,0.054054054054054,2,4.364864864864865,3.363636363636364,12.333333333333334,4,3.6666666666666665,0.0,,0.0,0.0,0.0,0,,,,,,,7.0,0.2876727272727273,,87.0,0.2186091954022988,1.0,0.071,0.9885057471264368,17.0,23.0,12.0,3.0,,,,,1.3529411764705883,,,,,,3b
3595,3595,d39e88861bf64ff7cc26749b2205a727f01d1b01,5f6b9bf3ad2d0297676be86484dde8fe0f4216bc,1996,1,7,USA,200,74,R,R,9/6/2020,1/7/1996,2022,2,0,513,0,513,0,0,0,0,0,0,0,0,0,87,0,0,0,229,0,34,0,8,0,2,0,85,0,5,0,27,0,14,0,1,0,11,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,107,0,155,0,29,0,0,,0,,,,,,,0.0214424951267056,,0,,,,1,,37.0,344.0,923.0,114.66666666666669,2.9040697674418605,123,0.4563953488372093,0.1695906432748538,0.0662768031189083,0.239766081871345,2.5588235294117645,12.31384015594542,,,0.3231640625,11.0,0.2077272727272727,,,,,,,,inf,inf,inf,inf,,89.0,158.0,96.0,41.0,1.7752808988764044,p
3596,3596,c415590b60bbf775f644c4cf1d973afb2a4a0bc9,ba4b563549bf8a76f893e61d0b26bf7e315c8721,1994,2,3,USA,190,75,R,R,7/29/2020,2/3/1994,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,3597,6ac094f60592c3b5f464f92516339e95ae9c0788,c40999e83300f49992745eef04ed471a4d60ea0c,1991,5,9,USA,210,73,L,L,6/5/2013,5/9/1991,2022,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,3598,b5f2346c7c507eb71507e93b9202b6c332a72386,1a3aa6e9df906a78ce8399c2347431444cda0fe1,1992,9,10,USA,205,75,R,R,6/26/2016,9/10/1992,2022,6,0,617,0,617,0,0,0,0,0,0,0,0,0,110,0,0,0,259,0,57,0,8,0,5,0,93,0,5,0,31,0,8,0,3,0,25,0,1,0,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,117,0,166,0,31,0,0,,0,,,,,,,0.0405186385737439,,0,,,,1,,81.0,389.0,1413.0,129.66666666666666,5.622107969151672,155,0.5449871465295629,0.1782820097244732,0.0923824959481361,0.2512155591572123,1.9298245614035088,12.098865478119937,,,0.335063063063063,13.0,0.1931538461538461,,,,,,,,inf,inf,inf,inf,,105.0,177.0,116.0,46.0,1.6857142857142855,p
3599,3599,4b942210bb0f202df142e6c94390b855342bf89a,f183aff104f943d0ced6d4d7ddb682e04b50270e,1995,2,19,USA,280,76,R,R,8/16/2019,2/19/1995,2022,3,0,255,0,255,0,0,0,0,0,0,0,0,0,56,0,0,0,99,0,13,0,2,0,4,0,43,0,5,0,16,0,3,0,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,42,0,98,0,7,0,0,,0,,,,,,,0.0313725490196078,,0,,,,1,,40.0,163.0,583.0,54.333333333333336,6.625766871165644,67,0.4907975460122699,0.2196078431372549,0.0509803921568627,0.2627450980392157,4.307692307692308,3.286274509803921,,,0.3108522727272727,4.0,0.2135,,,,,,,,inf,inf,inf,inf,,36.0,93.0,38.0,10.0,2.583333333333333,p
3600,3600,d9fc19bc3e10422075de45e7607d510092c6d028,bba5e41730ef418f2e71fcc38e83f344f1cd224e,1997,9,5,USA,170,69,L,L,4/7/2022,9/5/1997,2022,0,637,0,0,0,0,0,0,0,0,4145,132,651,60,0,0,0,303,0,60,0,15,0,4,0,130,0,7,0,25,0,9,0,2,0,6,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,120,0,217,0,30,0,168,571,0.2942206654991243,225,0.3940455341506129,0.3683385579937304,0.7623840921443433,0.2867256637168142,0.1050788091068301,0.1050788091068301,,0.0998248686514886,38,89.84238178633976,9.516666666666667,9.516666666666667,3,1.0,0.0,,0.0,0.0,0.0,0,,,,,,,54.0,0.2964723320158103,,509.0,0.3743516699410609,,,,116.0,229.0,124.0,38.0,,,,,1.9741379310344829,,,,,,lf
3601,3601,621286a4f07c57693b4dc24671e250df8ce57fef,fc1597b313983d577c8b1a5f7cce65e8363c7487,1994,3,7,D.R.,234,77,L,L,9/1/2017,3/7/1994,2022,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,3602,e4bda0bffcd4fb955a850812a00249059a36056e,2e6c91c28f30496ea443b9e236828e8b8fd97804,1978,10,23,USA,235,78,R,R,6/24/2002,10/23/1978,2022,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,3603,78576937fe7d731544ca5bd0f668e5f6b3dda9f3,5a43dccd4c254f515acd57a279bdfded95ae7480,1988,3,7,USA,195,71,R,R,4/8/2015,3/7/1988,2022,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,3604,dc39c95a34ce2e297a12a7fc18944f561359ec00,9fc52a958b6833b29e67d7f046cae8b6fbf160f8,1989,3,17,D.R.,219,74,R,R,4/23/2013,3/17/1989,2022,9,62,0,0,0,0,0,0,0,0,156,218,252,15,0,0,0,30,0,2,0,3,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,16,0,3,0,11,60,0.1833333333333333,15,0.25,0.2096774193548387,0.4596774193548387,0.1833333333333333,0.25,0.0333333333333333,,0.0666666666666666,3,3.25,4.0,30.0,3,7.5,0.0,,0.0,0.0,0.0,0,,,,,,,0.0,0.2844,,60.0,0.4619499999999999,,,,12.0,19.0,11.0,3.0,,,,,1.5833333333333333,,,,,,rf
3605,3605,ad4326d8e1a7d0a0fa454b490f92fc263454085f,3fce4af77a3dc54a9f1d978b685ff0518c39838f,1994,6,29,USA,220,73,R,R,4/23/2019,6/29/1994,2022,3,0,50,0,50,0,0,0,0,0,0,0,0,0,8,0,0,0,19,0,6,0,1,0,0,0,7,0,1,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,12,0,3,0,0,,0,,,,,,,0.06,,0,,,,1,,12.0,29.0,134.0,9.666666666666666,11.172413793103448,14,0.6896551724137931,0.16,0.12,0.28,1.3333333333333333,5.2,,,0.3951428571428571,1.0,0.129,,,,,,,,inf,inf,inf,inf,,8.0,11.0,13.0,3.0,1.375,p
3606,3606,28dd38301fa9d75928bdbf245b8262c4bf7e02da,31e4297904ab9a41881fc7989094074b95bd08e1,1994,11,18,USA,190,74,R,R,7/25/2020,11/18/1994,2022,2,0,204,0,204,0,0,0,0,0,0,0,0,0,45,0,0,0,84,0,24,0,3,0,2,0,27,0,1,0,8,0,2,0,1,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,41,0,49,0,12,0,0,,0,,,,,,,0.0196078431372549,,0,,,,1,,23.0,135.0,544.0,45.0,4.6,40,0.4740740740740741,0.2205882352941176,0.1176470588235294,0.196078431372549,1.875,3.872549019607843,,,0.2604029850746268,5.0,0.1716,,,,,,,,inf,inf,inf,inf,,39.0,51.0,31.0,13.0,1.3076923076923077,p
3607,3607,ddbdd3d3646ed154da0f3553575f5f7d7284e748,e1010b1650474b794a4397554febfeafcb781205,1997,4,18,USA,208,74,R,R,6/6/2019,4/18/1997,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608,3608,44c1dffcd76a15940792eabc7c209007b1fec2a5,0ec7599f3ba342eb863e66aab0abaf9d6363a7e7,1990,10,9,USA,215,75,L,R,8/7/2014,10/9/1990,2022,8,111,0,1,0,0,73,0,91,0,247,0,104,38,0,0,0,31,0,11,0,1,0,0,0,11,0,3,0,6,0,4,0,0,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20,0,22,0,4,0,21,100,0.21,38,0.38,0.3070175438596491,0.6870175438596491,0.1855670103092783,0.38,0.11,,0.17,10,12.16,2.631578947368421,9.090909090909092,4,3.4545454545454546,0.0,,0.0,0.0,0.0,0,,,,,,,8.0,0.3546101694915254,,42.0,0.3396904761904761,1.0,0.063,0.9761904761904762,18.0,23.0,14.0,4.0,,,,,1.2777777777777777,,,,,,lf
3609,3609,c142dc131919492588c31e1e803a04a4613bdcd9,c1e2d9fc34648503c5fa122fee8c840846742932,1992,7,18,D.R.,228,75,R,R,5/25/2017,7/18/1992,2022,5,0,149,0,149,0,0,0,0,0,0,0,0,0,45,0,0,0,45,0,19,0,3,0,1,0,17,0,4,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,29,0,7,0,0,,0,,,,,,,0.0268456375838926,,0,,,,1,,23.0,93.0,392.0,31.0,6.67741935483871,30,0.5268817204301075,0.3020134228187919,0.1275167785234899,0.2013422818791946,2.3684210526315788,3.449664429530201,,,0.3438271604938271,6.0,0.1946666666666666,,,,,,,,inf,inf,inf,inf,,21.0,29.0,24.0,7.0,1.380952380952381,p
3610,3610,b5ed9d3854296cf9fc30c5751db3581e6f44df1b,2926a7ed6f27fa9f666bcdf5b3c42f03b12a5403,1995,10,2,USA,202,75,R,R,4/10/2021,10/2/1995,2022,1,0,271,0,271,0,0,0,0,0,0,0,0,0,82,0,0,0,86,0,30,0,5,0,2,0,34,0,5,0,6,0,4,0,2,0,5,0,0,0,5,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,32,0,86,0,9,0,0,,0,,,,,,,0.018450184501845,,0,,,,1,,32.0,181.0,791.0,60.333333333333336,4.773480662983426,47,0.425414364640884,0.3025830258302583,0.1107011070110701,0.1734317343173431,2.7333333333333334,2.7121771217712176,,,0.3084161073825503,7.0,0.2097142857142857,,,,,,,,inf,inf,inf,inf,,27.0,84.0,31.0,8.0,3.111111111111111,p
3611,3611,605b2ec4efc3dfcc28ceef454bf76c5d7a33bfd9,0834034280d110137cbc8ac8e2a61679df073ad0,1997,11,18,USA,205,72,R,R,8/16/2022,11/18/1997,2022,0,153,0,0,0,574,0,0,0,0,0,0,0,53,0,0,0,51,0,9,0,2,0,2,0,14,0,0,0,10,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,34,0,12,0,31,142,0.2183098591549295,61,0.4295774647887324,0.2649006622516556,0.694478127040388,0.1838235294117647,0.3732394366197183,0.0633802816901408,,0.2112676056338028,17,17.183098591549296,2.679245283018868,15.77777777777778,1,5.888888888888889,0.0,,0.0,0.0,0.0,0,,,,,,,22.0,0.3093626373626373,,129.0,0.08,,,,19.0,31.0,27.0,14.0,,,,,1.631578947368421,,,,,,c
3612,3612,4e526f46cb16f0f62612ed17c88433d1c9b0b1c2,fa97f77712e480bb79b84ff6084bb5d3317ca128,1997,2,26,USA,223,76,L,R,5/8/2021,2/26/1997,2022,1,180,0,1,0,0,0,0,0,0,1055,0,357,57,0,0,0,62,0,17,0,3,0,2,0,19,0,0,0,13,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,38,0,44,0,4,0,37,161,0.2298136645962732,65,0.4037267080745341,0.3033707865168539,0.7070974945913882,0.2051282051282051,0.3540372670807453,0.1055900621118012,,0.1739130434782608,18,21.801242236024844,2.824561403508772,9.470588235294118,2,3.3529411764705883,0.0,,0.0,0.0,0.0,0,,,,,,,18.0,0.3478666666666667,,157.0,0.359656050955414,,,,31.0,44.0,25.0,5.0,,,,,1.4193548387096775,,,,,,lf
3613,3613,efae33915522860c8bd4c08129fbce4a3e59178c,c66af8ade11de22ace4e610fd19e2c0627de7e59,1987,12,9,USA,245,78,R,R,7/19/2009,12/9/1987,2022,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,3614,c87195f443c8e3b4e92f3f0c982c6ab1c98eee92,31676ade94fc8121da38f04f0ce0e2032ed2d306,1996,4,8,USA,185,74,R,L,8/25/2021,4/8/1996,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,3615,ed6a83f314944b83cde1528c83b259596c5ff0d4,36ed6e340ebf9efa0b237e07b19c8ace3d777927,1995,6,3,USA,228,75,R,L,4/24/2018,6/3/1995,2022,4,0,662,0,662,0,0,0,0,0,0,0,0,0,156,0,0,0,277,0,59,0,10,0,3,0,84,0,2,0,21,0,8,0,0,0,27,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,140,0,153,0,39,0,0,,0,,,,,,,0.0407854984894259,,0,,,,1,,68.0,454.0,1370.0,151.33333333333334,4.044052863436123,135,0.4273127753303964,0.2356495468277945,0.0891238670694864,0.2039274924471299,2.6440677966101696,12.149546827794564,,,0.3234543378995433,12.0,0.24475,1.0,0.22,0.9166666666666666,,,,,inf,inf,inf,inf,,128.0,166.0,97.0,48.0,1.296875,p
3616,3616,c02ab582e08aaeca9d075eecd110b3ae914fbe25,e59d7befb150c6fe49f0f6c96147651c337dd7cd,1994,7,15,D.R.,203,71,R,R,8/3/2018,7/15/1994,2022,4,383,0,0,0,0,0,0,0,0,0,1082,2129,104,0,0,0,148,0,25,0,10,0,0,0,42,0,12,0,18,0,6,0,0,0,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,73,0,105,0,19,0,73,358,0.2039106145251396,130,0.3631284916201117,0.2784810126582278,0.6416095042783396,0.1739130434782608,0.2905027932960894,0.0698324022346368,,0.159217877094972,31,35.58659217877095,3.4423076923076925,14.32,2,4.16,0.0,,0.0,0.0,0.0,0,,,,,,,34.0,0.3096074380165289,,355.0,0.3835436619718309,,,,60.0,109.0,45.0,28.0,,,,,1.8166666666666669,,,,,,rf
3617,3617,652ca0a4a48cf5f872ad38b84e1858627512e735,814c7e0299ef4593c4018b7f8c75de88e60c5074,1987,8,7,USA,239,75,R,R,8/18/2011,8/7/1987,2022,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,0,,,,0,,0.0,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,3618,1ce9089e3c8a0d946a32111da07ce0e20a43bf64,0ab1e9e4b5c214899150536f2eadc862a1a85363,1998,11,27,USA,200,72,R,R,4/10/2022,11/27/1998,2022,0,15,0,0,0,147,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,12,0.0833333333333333,1,0.0833333333333333,0.2666666666666666,0.35,0.0833333333333333,0.3333333333333333,0.25,,0.0,0,0.3333333333333333,3.0,4.0,1,1.3333333333333333,0.0,,0.0,0.0,0.0,0,,,,,,,0.0,0.181125,,36.0,0.151,,,,3.0,5.0,0.0,0.0,,,,,1.6666666666666667,,,,,,c
